,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Wavelength,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance
380,760.284390200767,1205.11012627981,940.464709186218,989.96909403957,776.660800797084,907.648542995665,990.437508625364,874.561252807101,1041.47062066353,1071.9978539156,874.657340020681,807.108902473727,1021.17748034071,724.842639473977
381,903.395668341177,934.985737800428,934.36029427491,885.351529076368,1049.38553583134,983.267914026667,887.075992183102,1113.92208336021,1196.42438632829,1065.37156833101,933.027150657725,770.082825721629,801.435792942456,1165.43109141246
382,995.627303399539,1235.8800186241,1153.52720804897,1123.10577976712,992.542876592219,1139.67639614039,959.992214319389,960.56165264367,1106.03914364939,942.617951131894,862.348160415415,942.807048537912,1233.04231808802,1185.97571274223
383,1066.4803456882,1146.51899584681,953.099467753155,936.90960264258,985.409865974453,1193.6352193579,871.982326960129,1145.01790782069,1178.98607409773,935.494364789304,999.735441814412,1162.21050361458,1063.85751695023,1016.90487996958
384,997.546404055145,1042.51273678886,962.865230386495,1057.56133718116,1056.8875098777,1106.85356235548,898.781350597763,995.172665691439,976.045534113953,992.468089077363,961.78107714803,1250.43808915435,942.927127095886,913.28947083022
385,1226.6296959843,1114.78434828679,1195.01034510583,1131.04968816353,1176.61229391276,921.212243923144,1048.44068738327,1223.92944474208,1146.67692929259,985.476316628462,953.925586110414,1158.61021376975,984.809237637013,1016.12572816929
386,1302.87900798993,1142.28276345623,1285.9046588146,1411.43686091682,904.839092584615,1284.86547422026,1239.47601008534,1347.10922535559,1156.34570970482,1108.9250850226,980.480854039009,872.358430167745,854.678563182945,1221.04535710821
387,1204.05795920405,1327.55173385249,1027.61387220527,1721.45170216355,995.965320110039,1248.06113374702,1532.25003698338,1280.0356312957,1611.93243382393,1150.26958564068,805.808627058915,1294.28548043219,1072.60668982434,1231.77214177649
388,1180.91589399603,1497.10762738402,1371.26570761804,1354.35467228589,1292.24569086016,1274.48040706404,1591.42676519131,1557.25511674651,1259.20743183351,1022.85780438611,1273.50492616684,1368.37924427741,1164.2680379615,1383.28983980009
389,1352.69280607551,1771.46051690518,1836.22294624579,1631.53565632376,1350.75703917394,1349.92340186109,1853.17531373937,1365.66795481669,1472.1927703571,970.581037581561,908.867309659235,1773.50190430608,1066.83401996747,1677.87946666626
390,1815.32791674415,1894.88564075519,1753.77864853456,2408.50012397798,1704.63857709145,1406.13349923077,2093.29339098621,1578.73335704988,1751.04730024188,983.184999542912,1188.94563579388,1574.62607280979,904.073961023981,1746.82745934174
391,1702.92151861069,1715.30208310041,1963.17278005667,2212.96286542817,1385.8563466912,1914.38219177773,2371.27815465071,1681.2081712608,1772.58813137873,1026.75802511992,1010.48774737121,1651.12825832121,965.015698355061,1852.491405023
392,1818.27768619914,1925.48318129576,1585.37307871712,1942.51744189828,1830.4828919387,1848.30129704994,2187.81715000122,2390.72011660604,2111.81081716604,758.805787539618,1010.36413323784,1488.73255113028,1009.00069764935,1954.21949396233
393,2182.43185972894,2055.16018248404,2257.08467932031,2786.94201297042,1777.4881213995,1622.33475074841,2366.75850437699,2206.71964546739,2471.98468332043,910.078146681985,972.712168277046,2226.42804783091,1358.52098710594,2191.47614625093
394,2378.26657230902,2590.31180424721,2343.85504301764,2973.48673949036,2079.73592418703,2110.14800438556,3052.68633759453,2312.94923309233,2753.08453530463,1046.73600891392,1093.77879584006,2388.76993036626,1000.86414955672,2652.23542469292
395,2704.75548362216,3086.9727631403,2946.46927546672,3256.50373150559,2375.12364417343,2303.25806150805,3325.28506477598,2206.62806350352,3072.18074185144,934.010140909304,1198.00339087518,2559.66976469452,921.53261815527,2712.34398117081
396,2817.86231585225,2794.85051658941,3268.20122361295,3497.75211703799,2032.15396756379,2350.99179995703,3197.37491938466,2764.44595002288,3157.02298177115,1174.19154643913,1128.9230489891,2307.07618605467,1067.78473969711,3600.13451738218
397,2941.83321402557,3099.7180649753,3318.70962081453,3879.69236406621,2854.85617485367,2779.05071327122,3766.70946036491,3085.83474698495,3648.22988625349,1228.3635830496,1064.6534770365,2900.90442120213,1168.40540014153,3282.50806075892
398,3286.97487168189,3196.16109503604,3284.68952966908,3692.47845479102,3402.74483212281,2659.64164478866,4074.17335409835,3503.83414734768,3843.32732364086,1131.8624685601,952.719253691343,3065.80127602618,1282.86545625918,3715.14387535239
399,3082.15195245662,3251.04659072141,3375.84876661267,4248.49986527142,3254.92422843379,3082.69718837638,4502.0323417159,3329.33849829746,4072.68892530276,1262.28161482769,1338.83613422298,3280.58437554492,1111.52603381561,3564.96536418813
400,3045.16946860225,3298.05410015065,3791.64221621953,4669.26307506957,3305.83376838164,2827.26350814176,4770.52966446963,3785.44433157796,4122.83477882099,1076.8094308232,914.368422969759,3509.75103083175,1240.18436726547,4238.79599081782
401,3684.89797149176,3183.12260215967,4036.09329047246,5043.08285278346,3550.05706446889,2804.18250098332,4946.22953874765,3521.26310422631,4570.71496764935,1161.87244043073,1088.10675429492,3509.7979934924,1265.31095341902,3779.62890505415
402,4267.37781199976,3723.60125405325,3954.87222868178,4582.97166105291,3166.07372969881,3145.76864464913,5240.4178659517,3776.24300883602,4211.03526296155,1218.00006159898,1206.0769130394,4111.08929132626,1218.90203673991,4150.28391532428
403,3706.06279514925,3959.54714522148,4140.61899765566,5167.17729454711,3615.71148388898,3391.76197135796,4583.12352984173,4095.1600559547,4571.66976553038,1405.9931839107,1229.14310761539,3570.1072827264,1257.55074457667,4093.70942991185
404,4015.89514953491,4036.72434811574,4800.48606606431,5006.25437995904,3316.07986802871,3630.27186243662,5240.11379442888,4195.11997138092,4923.17372985905,1047.72318476498,1313.19960939153,3483.63421118842,1310.450770485,4974.95695348041
405,3799.05899843155,3915.30832331496,4151.862573363,5008.19497883295,3513.54875216966,3676.08245051117,5262.18810058783,4083.90244081254,5018.88864876931,1483.77792111337,1132.883355313,3711.04137943696,1234.33689313606,4851.64501016884
406,4330.9541055379,3995.73150124078,4160.74351993114,5617.28249310955,4140.95659910692,3499.12784488173,5977.92679630429,4347.46087407069,4674.69345551309,1506.13796093537,1257.18090894235,4321.14056842422,1271.85614679338,4958.03190946883
407,4136.25836805851,4234.8434181087,4267.20771550547,5632.72974862155,3943.17065031902,3789.89895063381,5110.18518909923,4127.71334691229,5253.73009234743,1253.50331099925,1196.44888358474,4208.26425669894,1454.48074974826,4853.13016194573
408,4127.01249099047,4195.97371012361,4288.94773709299,5591.2463452955,3668.02672731643,3841.72770090139,5256.99246222043,4448.38644484129,4930.20791214373,1304.61008591377,1493.20962821266,3929.85532305289,1403.63367501241,5568.35630035865
409,4597.19171609106,3994.15086545284,4021.65672480838,5475.00560210917,4012.37665414575,3794.503691669,5156.52740997718,4611.89864254787,5283.5429307144,1543.85990691647,1241.97646762658,3856.74702356424,1569.77358481768,5373.83095562786
410,4346.82226530562,4305.75979199933,4651.43436664162,5890.37232964754,4294.21588664565,3982.1385230168,6005.48620802999,4551.91627790178,5457.69117127554,1350.62092787893,1279.89621363687,4219.77019829108,1275.86369934703,5151.55514712093
411,5044.59804276009,4698.22291823801,4553.93231304104,5902.98953402054,4480.50518929983,3933.96511792528,5654.53436593445,5393.37595942436,5243.74348152758,1705.80448708301,1545.55124846651,4259.31541152457,1688.17611946808,5066.15585155654
412,4479.44255309434,4403.48946305615,4919.39598660946,5971.42424551098,4274.30865815407,4228.2398844067,5850.98140789943,4942.85048292704,5617.71268651816,1669.59797788776,1328.72519893199,5063.37972217931,1825.53457006214,5174.48138112059
413,5366.56922669937,5075.52151604021,4917.50976217078,6940.54069541273,4256.06964152067,4154.79311811594,6287.26111033236,5431.79127941818,6254.66507601303,1935.02807100577,1508.83300613558,4618.52167562159,1832.66006424889,5388.51348492987
414,5762.71287765306,5039.09862434659,6048.92113268778,6454.81798799643,4338.06737292804,4561.31347682535,6433.97074184383,5281.26242687432,6304.92444813087,1844.17188033482,1798.80778742993,4998.93382040877,1713.47547158281,5346.34254387344
